SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
50,123,0.503155,0.6,39.027,0,372 414 449 603 634 830,17,1,-1
50,123,0.503155,0.6,39.027,1,75 372 449 603 634 876,6,1,-1
50,123,0.503155,0.6,39.027,2,372 414 449 603 634 876,17,1,-1
50,123,0.503155,0.6,39.027,3,372 414 449 603 830 876,15,1,-1
50,123,0.503155,0.6,39.027,4,372 414 449 603 830 876,15,1,-1
50,123,0.503155,0.6,39.027,5,372 452 603 634 830 876,19,1,-1
50,123,0.503155,0.6,39.027,6,134 372 449 603 830 876,6,1,-1
50,123,0.503155,0.6,39.027,7,372 414 603 634 830 876,18,1,-1
50,123,0.503155,0.6,39.027,8,372 449 452 603 634 830,16,1,-1
50,123,0.503155,0.6,39.027,9,372 449 452 634 830 876,19,1,-1
50,123,0.503155,0.6,39.027,10,372 414 449 603 634 876,17,1,-1
50,123,0.503155,0.6,39.027,11,449 603 634 659 830 876,20,1,-1
50,123,0.503155,0.6,39.027,12,372 414 449 603 634 830,17,1,-1
50,123,0.503155,0.6,39.027,13,372 603 634 635 830 876,19,1,-1
50,123,0.503155,0.6,39.027,14,372 414 603 634 830 876,18,1,-1
50,123,0.503155,0.6,39.027,15,372 452 603 634 830 876,17,1,-1
50,123,0.503155,0.6,39.027,16,372 449 603 634 635 830,18,1,-1
50,123,0.503155,0.6,39.027,17,372 414 449 603 830 876,17,1,-1
50,123,0.503155,0.6,39.027,18,439 449 603 634 830 876,19,1,-1
50,123,0.503155,0.6,39.027,19,372 452 603 634 830 876,19,1,-1
50,123,0.503155,0.6,39.027,20,372 449 452 603 830 876,18,1,-1
50,123,0.503155,0.6,39.027,21,372 449 452 603 830 876,18,1,-1
50,123,0.503155,0.6,39.027,22,372 449 452 603 830 876,18,1,-1
50,123,0.503155,0.6,39.027,23,372 603 634 635 830 876,19,1,-1
50,123,0.503155,0.6,39.027,24,372 452 603 634 830 876,19,1,-1
50,123,0.503155,0.6,39.027,25,372 449 452 634 830 876,18,1,-1
50,123,0.503155,0.6,39.027,26,372 414 449 634 830 876,18,1,-1
50,123,0.503155,0.6,39.027,27,372 414 449 603 634 830,17,1,-1
50,123,0.503155,0.6,39.027,28,449 603 634 636 830 876,18,1,-1
50,123,0.503155,0.6,39.027,29,372 449 452 603 634 830,16,1,-1
50,123,0.503155,0.6,39.027,30,449 603 634 830 876 994,18,1,-1
50,123,0.503155,0.6,39.027,31,372 433 603 634 830 876,6,1,-1
50,123,0.503155,0.6,39.027,32,75 372 449 603 830 876,6,1,-1
50,123,0.503155,0.6,39.027,33,372 449 452 603 634 830,16,1,-1
50,123,0.503155,0.6,39.027,34,372 414 449 603 830 876,15,1,-1
50,123,0.503155,0.6,39.027,35,134 372 449 634 830 876,6,1,-1
50,123,0.503155,0.6,39.027,36,372 414 449 603 830 876,15,1,-1
50,123,0.503155,0.6,39.027,37,372 449 452 603 830 876,16,1,-1
50,123,0.503155,0.6,39.027,38,372 449 603 634 635 876,17,1,-1
50,123,0.503155,0.6,39.027,39,372 414 449 603 830 876,17,1,-1
50,123,0.503155,0.6,39.027,40,372 414 449 603 634 830,17,1,-1
50,123,0.503155,0.6,39.027,41,372 449 603 634 635 876,17,1,-1
50,123,0.503155,0.6,39.027,42,372 594 603 634 830 876,6,1,-1
50,123,0.503155,0.6,39.027,43,372 449 452 603 830 876,18,1,-1
50,123,0.503155,0.6,39.027,44,372 414 449 603 634 876,17,1,-1
50,123,0.503155,0.6,39.027,45,248 372 449 634 830 876,6,1,-1
50,123,0.503155,0.6,39.027,46,75 372 449 634 830 876,6,1,-1
50,123,0.503155,0.6,39.027,47,449 603 634 830 876 944,20,1,-1
50,123,0.503155,0.6,39.027,48,372 414 449 603 830 876,15,1,-1
50,123,0.503155,0.6,39.027,49,372 414 449 603 830 876,15,1,-1
