SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
200,123,0.47689,0.6,19.412,0,372 414 449 603 634 830,7,1,33
200,123,0.47689,0.6,19.412,1,75 372 449 603 634 876,6,1,33
200,123,0.47689,0.6,19.412,2,372 414 449 603 634 876,7,1,33
200,123,0.47689,0.6,19.412,3,372 414 449 603 830 876,7,1,33
200,123,0.47689,0.6,19.412,4,372 414 449 603 830 876,7,1,33
200,123,0.47689,0.6,19.412,5,372 452 603 634 830 876,17,1,33
200,123,0.47689,0.6,19.412,6,134 372 449 603 830 876,6,1,33
200,123,0.47689,0.6,19.412,7,372 414 603 634 830 876,7,1,33
200,123,0.47689,0.6,19.412,8,372 449 452 603 634 830,18,1,33
200,123,0.47689,0.6,19.412,9,372 449 452 634 830 876,17,1,33
200,123,0.47689,0.6,19.412,10,372 414 449 603 634 876,7,1,33
200,123,0.47689,0.6,19.412,11,449 603 634 659 830 876,20,1,33
200,123,0.47689,0.6,19.412,12,372 414 449 603 634 830,7,1,33
200,123,0.47689,0.6,19.412,13,372 603 634 635 830 876,7,1,33
200,123,0.47689,0.6,19.412,14,372 414 603 634 830 876,7,1,33
200,123,0.47689,0.6,19.412,15,372 452 603 634 830 876,19,1,33
200,123,0.47689,0.6,19.412,16,372 449 603 634 635 830,7,1,33
200,123,0.47689,0.6,19.412,17,372 414 449 603 830 876,7,1,33
200,123,0.47689,0.6,19.412,18,439 449 603 634 830 876,16,1,33
200,123,0.47689,0.6,19.412,19,372 452 603 634 830 876,17,1,33
200,123,0.47689,0.6,19.412,20,372 449 452 603 830 876,16,1,33
200,123,0.47689,0.6,19.412,21,372 449 452 603 830 876,16,1,33
200,123,0.47689,0.6,19.412,22,372 449 452 603 830 876,16,1,33
200,123,0.47689,0.6,19.412,23,372 603 634 635 830 876,7,1,33
200,123,0.47689,0.6,19.412,24,372 452 603 634 830 876,17,1,33
200,123,0.47689,0.6,19.412,25,372 449 452 634 830 876,18,1,33
200,123,0.47689,0.6,19.412,26,372 414 449 634 830 876,7,1,33
200,123,0.47689,0.6,19.412,27,372 414 449 603 634 830,7,1,33
200,123,0.47689,0.6,19.412,28,449 603 634 636 830 876,18,1,33
200,123,0.47689,0.6,19.412,29,372 449 452 603 634 830,18,1,33
200,123,0.47689,0.6,19.412,30,449 603 634 830 876 994,18,1,33
200,123,0.47689,0.6,19.412,31,372 433 603 634 830 876,7,1,33
200,123,0.47689,0.6,19.412,32,75 372 449 603 830 876,6,1,33
200,123,0.47689,0.6,19.412,33,372 449 452 603 634 830,18,1,33
200,123,0.47689,0.6,19.412,34,372 414 449 603 830 876,7,1,33
