SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
200,123,0.47689,0.6,18.902,0,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,1,75 372 449 603 634 876,7,1,33
200,123,0.47689,0.6,18.902,2,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,3,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,4,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,5,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,6,134 372 449 603 830 876,7,1,33
200,123,0.47689,0.6,18.902,7,372 414 603 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,8,372 449 452 603 634 830,20,1,33
200,123,0.47689,0.6,18.902,9,372 449 452 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,10,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,11,449 603 634 659 830 876,58,1,33
200,123,0.47689,0.6,18.902,12,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,13,372 603 634 635 830 876,10,1,33
200,123,0.47689,0.6,18.902,14,372 414 603 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,15,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,16,372 449 603 634 635 830,10,1,33
200,123,0.47689,0.6,18.902,17,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,18,439 449 603 634 830 876,16,1,33
200,123,0.47689,0.6,18.902,19,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,20,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,21,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,22,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,23,372 603 634 635 830 876,10,1,33
200,123,0.47689,0.6,18.902,24,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,25,372 449 452 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,26,372 414 449 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,27,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,28,449 603 634 636 830 876,58,1,33
200,123,0.47689,0.6,18.902,29,372 449 452 603 634 830,20,1,33
200,123,0.47689,0.6,18.902,30,449 603 634 830 876 994,58,1,33
200,123,0.47689,0.6,18.902,31,372 433 603 634 830 876,8,1,33
200,123,0.47689,0.6,18.902,32,75 372 449 603 830 876,7,1,33
200,123,0.47689,0.6,18.902,33,372 449 452 603 634 830,20,1,33
200,123,0.47689,0.6,18.902,34,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,35,134 372 449 634 830 876,7,1,33
200,123,0.47689,0.6,18.902,36,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,37,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,38,372 449 603 634 635 876,10,1,33
200,123,0.47689,0.6,18.902,39,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,40,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,41,372 449 603 634 635 876,10,1,33
200,123,0.47689,0.6,18.902,42,372 594 603 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,43,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,44,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,45,248 372 449 634 830 876,7,1,33
200,123,0.47689,0.6,18.902,46,75 372 449 634 830 876,7,1,33
200,123,0.47689,0.6,18.902,47,449 603 634 830 876 944,58,1,33
200,123,0.47689,0.6,18.902,48,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,49,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,50,449 603 634 766 830 876,18,1,33
200,123,0.47689,0.6,18.902,51,372 449 452 603 634 830,20,1,33
200,123,0.47689,0.6,18.902,52,372 433 449 603 634 876,8,1,33
200,123,0.47689,0.6,18.902,53,372 449 603 634 635 830,10,1,33
200,123,0.47689,0.6,18.902,54,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,55,372 449 603 634 635 876,10,1,33
200,123,0.47689,0.6,18.902,56,372 449 452 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,57,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,58,449 603 634 794 830 876,20,1,33
200,123,0.47689,0.6,18.902,59,372 449 452 603 830 876,20,1,33
200,123,0.47689,0.6,18.902,60,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,61,372 449 634 635 830 876,10,1,33
200,123,0.47689,0.6,18.902,62,449 603 634 830 876 895,18,1,33
200,123,0.47689,0.6,18.902,63,449 603 634 830 876 904,58,1,33
200,123,0.47689,0.6,18.902,64,372 414 449 603 830 876,10,1,33
200,123,0.47689,0.6,18.902,65,372 414 449 603 634 876,10,1,33
200,123,0.47689,0.6,18.902,66,449 603 634 774 830 876,58,1,33
200,123,0.47689,0.6,18.902,67,449 603 634 759 830 876,18,1,33
200,123,0.47689,0.6,18.902,68,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,69,372 594 603 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,70,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,71,372 414 449 603 634 830,10,1,33
200,123,0.47689,0.6,18.902,72,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,73,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,74,372 452 603 634 830 876,20,1,33
200,123,0.47689,0.6,18.902,75,372 603 634 635 830 876,10,1,33
200,123,0.47689,0.6,18.902,76,372 414 449 634 830 876,10,1,33
200,123,0.47689,0.6,18.902,77,372 449 634 635 830 876,10,1,33
