SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
50,123,0.503155,0.6,4.33,0,372 414 449 603 634 830,8,1,33
50,123,0.503155,0.6,4.33,1,75 372 449 603 634 876,7,1,33
50,123,0.503155,0.6,4.33,2,372 414 449 603 634 876,8,1,33
50,123,0.503155,0.6,4.33,3,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,4,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,5,372 452 603 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,6,134 372 449 603 830 876,7,1,33
50,123,0.503155,0.6,4.33,7,372 414 603 634 830 876,8,1,33
50,123,0.503155,0.6,4.33,8,372 449 452 603 634 830,20,1,33
50,123,0.503155,0.6,4.33,9,372 449 452 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,10,372 414 449 603 634 876,8,1,33
50,123,0.503155,0.6,4.33,11,449 603 634 659 830 876,27,1,33
50,123,0.503155,0.6,4.33,12,372 414 449 603 634 830,8,1,33
50,123,0.503155,0.6,4.33,13,372 603 634 635 830 876,20,1,33
50,123,0.503155,0.6,4.33,14,372 414 603 634 830 876,8,1,33
50,123,0.503155,0.6,4.33,15,372 452 603 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,16,372 449 603 634 635 830,20,1,33
50,123,0.503155,0.6,4.33,17,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,18,439 449 603 634 830 876,19,1,33
50,123,0.503155,0.6,4.33,19,372 452 603 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,20,372 449 452 603 830 876,20,1,33
50,123,0.503155,0.6,4.33,21,372 449 452 603 830 876,20,1,33
50,123,0.503155,0.6,4.33,22,372 449 452 603 830 876,20,1,33
50,123,0.503155,0.6,4.33,23,372 603 634 635 830 876,20,1,33
50,123,0.503155,0.6,4.33,24,372 452 603 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,25,372 449 452 634 830 876,20,1,33
50,123,0.503155,0.6,4.33,26,372 414 449 634 830 876,8,1,33
50,123,0.503155,0.6,4.33,27,372 414 449 603 634 830,8,1,33
50,123,0.503155,0.6,4.33,28,449 603 634 636 830 876,27,1,33
50,123,0.503155,0.6,4.33,29,372 449 452 603 634 830,20,1,33
50,123,0.503155,0.6,4.33,30,449 603 634 830 876 994,27,1,33
50,123,0.503155,0.6,4.33,31,372 433 603 634 830 876,6,1,33
50,123,0.503155,0.6,4.33,32,75 372 449 603 830 876,7,1,33
50,123,0.503155,0.6,4.33,33,372 449 452 603 634 830,20,1,33
50,123,0.503155,0.6,4.33,34,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,35,134 372 449 634 830 876,7,1,33
50,123,0.503155,0.6,4.33,36,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,37,372 449 452 603 830 876,20,1,33
50,123,0.503155,0.6,4.33,38,372 449 603 634 635 876,20,1,33
50,123,0.503155,0.6,4.33,39,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,40,372 414 449 603 634 830,8,1,33
50,123,0.503155,0.6,4.33,41,372 449 603 634 635 876,20,1,33
50,123,0.503155,0.6,4.33,42,372 594 603 634 830 876,8,1,33
50,123,0.503155,0.6,4.33,43,372 449 452 603 830 876,20,1,33
50,123,0.503155,0.6,4.33,44,372 414 449 603 634 876,8,1,33
50,123,0.503155,0.6,4.33,45,248 372 449 634 830 876,6,1,33
50,123,0.503155,0.6,4.33,46,75 372 449 634 830 876,7,1,33
50,123,0.503155,0.6,4.33,47,449 603 634 830 876 944,27,1,33
50,123,0.503155,0.6,4.33,48,372 414 449 603 830 876,8,1,33
50,123,0.503155,0.6,4.33,49,372 414 449 603 830 876,8,1,33
