SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
20,123,0.532108,0.6,16.683,0,372 414 449 603 634 830,17,1,-1
20,123,0.532108,0.6,16.683,1,75 372 449 603 634 876,6,1,-1
20,123,0.532108,0.6,16.683,2,372 414 449 603 634 876,17,1,-1
20,123,0.532108,0.6,16.683,3,372 414 449 603 830 876,15,1,-1
20,123,0.532108,0.6,16.683,4,372 414 449 603 830 876,15,1,-1
20,123,0.532108,0.6,16.683,5,372 452 603 634 830 876,19,1,-1
20,123,0.532108,0.6,16.683,6,134 372 449 603 830 876,6,1,-1
20,123,0.532108,0.6,16.683,7,372 414 603 634 830 876,18,1,-1
20,123,0.532108,0.6,16.683,8,372 449 452 603 634 830,16,1,-1
20,123,0.532108,0.6,16.683,9,372 449 452 634 830 876,19,1,-1
20,123,0.532108,0.6,16.683,10,372 414 449 603 634 876,17,1,-1
20,123,0.532108,0.6,16.683,11,449 603 634 659 830 876,20,1,-1
20,123,0.532108,0.6,16.683,12,372 414 449 603 634 830,17,1,-1
20,123,0.532108,0.6,16.683,13,372 603 634 635 830 876,19,1,-1
20,123,0.532108,0.6,16.683,14,372 414 603 634 830 876,18,1,-1
20,123,0.532108,0.6,16.683,15,372 452 603 634 830 876,17,1,-1
20,123,0.532108,0.6,16.683,16,372 449 603 634 635 830,18,1,-1
20,123,0.532108,0.6,16.683,17,372 414 449 603 830 876,17,1,-1
20,123,0.532108,0.6,16.683,18,439 449 603 634 830 876,19,1,-1
20,123,0.532108,0.6,16.683,19,372 452 603 634 830 876,19,1,-1
