SweepSlotPct,DerivedSeed,EstGroupSimilarity,FixedClusteringSim,TimeSec,Code,QueryNodes,ResultSize,K,ComponentId
200,123,0.47689,0.6,154.991,0,372 414 449 603 634 830,17,1,-1
200,123,0.47689,0.6,154.991,1,75 372 449 603 634 876,6,1,-1
200,123,0.47689,0.6,154.991,2,372 414 449 603 634 876,15,1,-1
200,123,0.47689,0.6,154.991,3,372 414 449 603 830 876,15,1,-1
200,123,0.47689,0.6,154.991,4,372 414 449 603 830 876,17,1,-1
200,123,0.47689,0.6,154.991,5,372 452 603 634 830 876,17,1,-1
200,123,0.47689,0.6,154.991,6,134 372 449 603 830 876,6,1,-1
200,123,0.47689,0.6,154.991,7,372 414 603 634 830 876,18,1,-1
200,123,0.47689,0.6,154.991,8,372 449 452 603 634 830,18,1,-1
200,123,0.47689,0.6,154.991,9,372 449 452 634 830 876,17,1,-1
200,123,0.47689,0.6,154.991,10,372 414 449 603 634 876,15,1,-1
200,123,0.47689,0.6,154.991,11,449 603 634 659 830 876,20,1,-1
200,123,0.47689,0.6,154.991,12,372 414 449 603 634 830,17,1,-1
200,123,0.47689,0.6,154.991,13,372 603 634 635 830 876,19,1,-1
200,123,0.47689,0.6,154.991,14,372 414 603 634 830 876,18,1,-1
200,123,0.47689,0.6,154.991,15,372 452 603 634 830 876,19,1,-1
200,123,0.47689,0.6,154.991,16,372 449 603 634 635 830,18,1,-1
200,123,0.47689,0.6,154.991,17,372 414 449 603 830 876,15,1,-1
200,123,0.47689,0.6,154.991,18,439 449 603 634 830 876,16,1,-1
200,123,0.47689,0.6,154.991,19,372 452 603 634 830 876,17,1,-1
200,123,0.47689,0.6,154.991,20,372 449 452 603 830 876,16,1,-1
200,123,0.47689,0.6,154.991,21,372 449 452 603 830 876,16,1,-1
200,123,0.47689,0.6,154.991,22,372 449 452 603 830 876,16,1,-1
200,123,0.47689,0.6,154.991,23,372 603 634 635 830 876,19,1,-1
200,123,0.47689,0.6,154.991,24,372 452 603 634 830 876,17,1,-1
200,123,0.47689,0.6,154.991,25,372 449 452 634 830 876,18,1,-1
200,123,0.47689,0.6,154.991,26,372 414 449 634 830 876,18,1,-1
200,123,0.47689,0.6,154.991,27,372 414 449 603 634 830,17,1,-1
200,123,0.47689,0.6,154.991,28,449 603 634 636 830 876,18,1,-1
200,123,0.47689,0.6,154.991,29,372 449 452 603 634 830,18,1,-1
200,123,0.47689,0.6,154.991,30,449 603 634 830 876 994,18,1,-1
200,123,0.47689,0.6,154.991,31,372 433 603 634 830 876,6,1,-1
200,123,0.47689,0.6,154.991,32,75 372 449 603 830 876,6,1,-1
200,123,0.47689,0.6,154.991,33,372 449 452 603 634 830,18,1,-1
200,123,0.47689,0.6,154.991,34,372 414 449 603 830 876,15,1,-1
200,123,0.47689,0.6,154.991,35,134 372 449 634 830 876,6,1,-1
200,123,0.47689,0.6,154.991,36,372 414 449 603 830 876,15,1,-1
200,123,0.47689,0.6,154.991,37,372 449 452 603 830 876,18,1,-1
